Year,Month,SOI,Six month mean
1935,11,3.6,2.9
1935,12,-5.3,2.4
1936,1,-2.7,2.0
1936,2,-0.2,1.6
1936,3,0.7,0.7
1936,4,19.6,2.6
1936,5,4.7,2.8
1936,6,-1.8,3.4
1936,7,3.9,4.5
1936,8,-8.2,3.2
1936,9,2.9,3.5
1936,10,0.3,0.3
1936,11,-13.8,-2.8
1936,12,-0.7,-2.6
1937,1,8.8,-1.8
1937,2,-6.2,-1.5
1937,3,4.5,-1.2
1937,4,1.3,-1.0
1937,5,0.3,1.3
1937,6,2.4,1.9
1937,7,-5.2,-0.5
1937,8,3.3,1.1
1937,9,1.1,0.5
1937,10,-2.2,-0.1
1937,11,-2.1,-0.5
1937,12,5.4,0.1
1938,1,6.9,2.1
1938,2,2.7,2.0
1938,3,-4.1,1.1
1938,4,2.8,1.9
1938,5,12.8,4.4
1938,6,14.9,6.0
1938,7,17.2,7.7
1938,8,12.4,9.3
1938,9,7.6,11.3
1938,10,13.6,13.1
1938,11,1.7,11.2
1938,12,12.5,10.8
1939,1,16.5,10.7
1939,2,7.2,9.9
1939,3,9.4,10.2
1939,4,7.9,9.2
1939,5,-0.4,8.9
1939,6,-1.8,6.5
1939,7,7.5,5.0
1939,8,-0.3,3.7
1939,9,-8.8,0.7
1939,10,-14.8,-3.1
1939,11,-7.8,-4.3
1939,12,-9.9,-5.7
1940,1,-0.8,-7.1
1940,2,-5.2,-7.9
1940,3,-10.4,-8.2
1940,4,-8.9,-7.2
1940,5,-13.0,-8.0
1940,6,-17.2,-9.3
1940,7,-14.3,-11.5
1940,8,-17.4,-13.5
1940,9,-18.8,-14.9
1940,10,-18.6,-16.6
1940,11,-6.5,-15.5
1940,12,-30.7,-17.7
1941,1,-10.3,-17.1
1941,2,-17.0,-17.0
1941,3,-10.4,-15.6
1941,4,-10.4,-14.2
1941,5,-5.6,-14.1
1941,6,-13.0,-11.1
1941,7,-19.1,-12.6
1941,8,-18.0,-12.8
1941,9,-7.7,-12.3
1941,10,-20.5,-14.0
1941,11,-9.1,-14.6
1941,12,-9.9,-14.1
1942,1,-13.7,-13.2
1942,2,-4.7,-10.9
1942,3,-6.0,-10.7
1942,4,-5.2,-8.1
1942,5,5.5,-5.7
1942,6,6.5,-2.9
1942,7,-1.0,-0.8
1942,8,3.9,0.6
1942,9,8.7,3.1
1942,10,9.2,5.5
1942,11,-4.0,3.9
1942,12,12.5,4.9
1943,1,8.8,6.5
1943,2,10.1,7.6
1943,3,2.6,6.5
1943,4,11.6,6.9
1943,5,3.3,8.2
1943,6,-7.4,4.8
1943,7,2.7,3.8
1943,8,7.5,3.4
1943,9,5.8,3.9
1943,10,9.8,3.6
1943,11,3.6,3.7
1943,12,-9.9,3.3
1944,1,-8.9,1.3
1944,2,3.2,0.6
1944,3,4.1,0.3
1944,4,-5.2,-2.2
1944,5,-0.4,-2.9
1944,6,-3.9,-1.9
1944,7,-8.2,-1.7
1944,8,3.3,-1.7
1944,9,2.9,-1.9
1944,10,-8.5,-2.5
1944,11,-6.5,-3.5
1944,12,2.9,-2.4
1945,1,4.5,-0.2
1945,2,5.7,0.2
1945,3,10.8,1.5
1945,4,-6.7,1.8
1945,5,0.3,2.9
1945,6,6.5,3.5
1945,7,3.3,3.3
1945,8,11.2,4.2
1945,9,8.7,3.9
1945,10,2.9,5.5
1945,11,-3.4,4.9
1945,12,5.4,4.7
1946,1,-3.1,3.6
1946,2,3.7,2.4
1946,3,-2.7,0.5
1946,4,-8.9,-1.5
1946,5,-10.0,-2.6
1946,6,-8.8,-5.0
1946,7,-9.5,-6.0
1946,8,-4.0,-7.3
1946,9,-13.3,-9.1
1946,10,-12.3,-9.7
1946,11,-1.5,-8.2
1946,12,-6.8,-7.9
1947,1,-5.5,-7.2
1947,2,-5.2,-7.4
1947,3,9.4,-3.7
1947,4,-4.5,-2.4
1947,5,-12.2,-4.1
1947,6,1.7,-2.7
1947,7,8.7,-0.4
1947,8,6.9,1.7
1947,9,11.7,2.1
1947,10,-1.6,2.5
1947,11,8.7,6.0
1947,12,3.9,6.4
1948,1,-3.6,4.3
1948,2,-3.7,2.6
1948,3,-4.6,-0.2
1948,4,2.1,0.5
1948,5,4.0,-0.3
1948,6,-4.6,-1.7
1948,7,0.8,-1.0
1948,8,-4.0,-1.1
1948,9,-7.1,-1.5
1948,10,6.6,-0.7
1948,11,4.2,-0.7
1948,12,-6.8,-1.1
1949,1,-7.9,-2.5
1949,2,1.2,-1.6
1949,3,4.1,0.2
1949,4,0.6,-0.8
1949,5,-4.8,-2.3
1949,6,-10.9,-3.0
1949,7,-1.6,-1.9
1949,8,-4.0,-2.8
1949,9,2.3,-3.1
1949,10,6.0,-2.2
1949,11,-5.9,-2.4
1949,12,6.4,0.5
1950,1,4.5,1.6
1950,2,17.0,5.1
1950,3,14.6,7.1
1950,4,13.8,8.4
1950,5,7.7,10.7
1950,6,22.6,13.4
1950,7,19.6,15.9
1950,8,11.8,15.0
1950,9,7.0,13.8
1950,10,18.0,14.5
1950,11,11.8,15.1
1950,12,21.7,15.0
1951,1,12.7,13.8
1951,2,5.7,12.8
1951,3,-5.5,10.7
1951,4,-7.4,6.5
1951,5,-11.5,2.6
1951,6,-1.8,-1.3
1951,7,-12.5,-5.5
1951,8,-5.2,-7.3
1951,9,-11.2,-8.3
1951,10,-12.3,-9.1
1951,11,-8.5,-8.6
1951,12,-8.3,-9.7
1952,1,-8.9,-9.1
1952,2,-8.1,-9.6
1952,3,0.2,-7.7
1952,4,-6.7,-6.7
1952,5,7.7,-4.0
1952,6,5.8,-1.7
1952,7,4.5,0.6
1952,8,-2.2,1.6
1952,9,-1.8,1.2
1952,10,3.5,2.9
1952,11,0.4,1.7
1952,12,-12.8,-1.4
1953,1,1.6,-1.9
1953,2,-7.1,-2.7
1953,3,-6.0,-3.4
1953,4,-0.8,-4.1
1953,5,-25.5,-8.4
1953,6,-2.5,-6.7
1953,7,-1.0,-7.2
1953,8,-16.1,-8.7
1953,9,-13.0,-9.8
1953,10,-0.3,-9.7
1953,11,-2.7,-5.9
1953,12,-5.8,-6.5
1954,1,5.0,-5.5
1954,2,-5.2,-3.7
1954,3,-2.2,-1.9
1954,4,5.0,-1.0
1954,5,4.0,0.1
1954,6,-2.5,0.7
1954,7,3.3,0.4
1954,8,9.4,2.8
1954,9,2.3,3.6
1954,10,2.2,3.1
1954,11,2.3,2.8
1954,12,11.5,5.2
1955,1,-5.5,3.7
1955,2,14.6,4.6
1955,3,1.2,4.4
1955,4,-5.2,3.2
